;k;g;a;xE;CLUSTER;expP;stdE;xP;stdP;KG
645;600.0;60.0;0.8;6.239267371160335;0.0;1.9734202066049449;0.0018373461584064177;0.6044142728894362;0.0008366265100465893;10.0
740;600.0;60.0;0.85;2.7528495920930807;0.0;2.3930223064013787;0.0014104127784652382;0.7893100638087973;0.0010240825863077278;10.0
832;600.0;60.0;0.9;1.7691779122755078;0.0;2.907742266773002;0.0010933472724165122;1.087917897812486;0.0012925073287218525;10.0
920;600.0;60.0;0.95;1.5762868404497512;0.0;3.3248506945049514;0.001022994064357697;1.394448338685917;0.0023373365453586365;10.0
1009;600.0;60.0;1.0;1.6220890923259403;0.0;3.4681076581023818;0.001336889554249405;1.725611026509296;0.004658921189293946;10.0
56;600.0;70.0;0.5;109.85283981977423;1.0;0.6969575110411061;0.0024934899741629914;606.9857973836786;0.006273510887778983;8.571428571428571
152;600.0;70.0;0.55;181.94675675821438;1.0;0.6907948920280367;0.0038080424115264065;166.54015950939743;0.003905633203748993;8.571428571428571
249;600.0;70.0;0.6;199.33785806774262;1.0;0.8289316910159866;0.0043296695888323305;53.08931513667552;0.0024845101314003733;8.571428571428571
349;600.0;70.0;0.65;138.5009734506291;0.0;1.0188404874450996;0.003818742360367904;20.39435187686282;0.001780996704383268;8.571428571428571
448;600.0;70.0;0.7;63.940388651518546;0.0;1.2503742706317682;0.0029408825080756732;8.571415315211848;0.0013869364231323786;8.571428571428571
547;600.0;70.0;0.75;24.163423940059882;0.0;1.5211024201678045;0.002339044899881263;3.1344404556093997;0.0010876349196333706;8.571428571428571
646;600.0;70.0;0.8;8.731594421316395;0.0;1.8362148899160367;0.0018630558554738887;1.1540099678627902;0.0009692010600834047;8.571428571428571
741;600.0;70.0;0.85;3.494849682200808;0.0;2.216151222008228;0.0014184924765323276;0.8298092467740474;0.0010585638345785707;8.571428571428571
833;600.0;70.0;0.9;1.9436946287850827;0.0;2.6926232514336785;0.0010536455549991675;1.012292484038767;0.0012226298524984705;8.571428571428571
921;600.0;70.0;0.95;1.5831592615631982;0.0;3.2188218170996117;0.0008737579837024372;1.259473304638844;0.001626506298286041;8.571428571428571
1010;600.0;70.0;1.0;1.583528514723579;0.0;3.3568735411277246;0.0010177957774453717;1.7173734235820015;0.0037740486257773907;8.571428571428571
57;600.0;80.0;0.5;96.75395713110542;1.0;0.7593781847225077;0.0020976658520674065;914.4566264192862;0.006927699515757901;7.5
153;600.0;80.0;0.55;165.84771138574922;1.0;0.6774640523457964;0.0033929386779436585;274.19857168112367;0.0046640198974821755;7.5
250;600.0;80.0;0.6;207.5168156700836;1.0;0.7802853941124234;0.004190656446943064;84.18797744868499;0.0029212111711666914;7.5
350;600.0;80.0;0.65;163.37270903372143;1.0;0.955984510275909;0.003922834838534332;33.94747243111616;0.002110688447140052;7.5
449;600.0;80.0;0.7;82.90525197203242;0.0;1.1739753029232445;0.00304671865492272;15.856700822788365;0.0016967788810344573;7.5
548;600.0;80.0;0.75;32.42046840906656;0.0;1.4299349659375398;0.002374637460342026;6.694034976708733;0.0013674625576547768;7.5
647;600.0;80.0;0.8;11.765926658308375;0.0;1.7248800238909132;0.0018915077925952374;2.4414407837575;0.0011479050547393837;7.5
742;600.0;80.0;0.85;4.4516025681524285;0.0;2.0751115407631024;0.001441849670858859;1.1575179967410487;0.0011400996420050519;7.5
834;600.0;80.0;0.9;2.1873835577216902;0.0;2.506538670933967;0.0010488172598364033;1.0362011194068346;0.0012544878917201078;7.5
922;600.0;80.0;0.95;1.6111862290206609;0.0;3.031393800157008;0.0007974413322556447;1.2041628702161709;0.0014515645791564446;7.5
1011;600.0;80.0;1.0;1.5534564863404678;0.0;3.4049298771484637;0.0008285891873992517;1.5183701303561026;0.002544567869172529;7.5
58;600.0;90.0;0.5;83.05795944357605;1.0;0.8182542407983685;0.0017861424318105304;1126.509965080672;0.007089298066083794;6.666666666666667
154;600.0;90.0;0.55;146.60250425580134;1.0;0.6902614969592257;0.002957313020425108;428.1874766232862;0.005401488448888295;6.666666666666667
251;600.0;90.0;0.6;207.84137721131182;1.0;0.7430600473955313;0.00400537856262459;125.3501724148221;0.003368276240073948;6.666666666666667
351;600.0;90.0;0.65;184.79804399408374;1.0;0.9033907160688625;0.003994530396371993;49.603331941134904;0.0023840466516515577;6.666666666666667
450;600.0;90.0;0.7;102.82856748156946;0.0;1.1096904360689497;0.003170634095482075;24.887491273075717;0.001955497137753901;6.666666666666667
549;600.0;90.0;0.75;41.749871059928594;0.0;1.3533355106232956;0.002422547246164548;11.812302067387412;0.0016257792363010175;6.666666666666667
648;600.0;90.0;0.8;15.310641583856206;0.0;1.6321453262911705;0.0019204501550517136;4.632635571125207;0.0013428765427812355;6.666666666666667
743;600.0;90.0;0.85;5.631245422326296;0.0;1.9584193329773516;0.0014717765571366887;1.8744079205344242;0.0012471304545363922;6.666666666666667
835;600.0;90.0;0.9;2.5019712775999516;0.0;2.3531399166983618;0.0010591253325858956;1.2116929977487096;0.0013143090650485998;6.666666666666667
923;600.0;90.0;0.95;1.6622789891736842;0.0;2.8566215152816468;0.0007624097805294526;1.2117554112888602;0.0014183749114288398;6.666666666666667
1012;600.0;90.0;1.0;1.5316077278421951;0.0;3.3029813253058258;0.000709020689651796;1.4254268046210594;0.0020368660222955023;6.666666666666667
59;600.0;100.0;0.5;62.98182382906704;1.0;0.8688670915782608;0.0014681026671684127;1232.8731874279656;0.006963788064821764;6.0
155;600.0;100.0;0.55;122.64765206664343;1.0;0.7301849191907239;0.002489088235337304;658.327103016102;0.0061574119385733725;6.0
252;600.0;100.0;0.6;202.6982501177617;1.0;0.7203142128114356;0.003783560773282757;181.4679667041801;0.0038494687326135033;6.0
352;600.0;100.0;0.65;200.3624048674651;1.0;0.8607583998721205;0.004008858634739825;68.45338705954181;0.002646424651578223;6.0
451;600.0;100.0;0.7;122.3827288895022;0.0;1.0553865718015822;0.0032903111397150605;35.484313722730406;0.0021800424027460926;6.0
550;600.0;100.0;0.75;52.1143687783722;0.0;1.2880036834800663;0.0024847668788432137;18.329586345916745;0.0018557614324397425;6.0
649;600.0;100.0;0.8;19.34882554510716;0.0;1.5534310176517343;0.0019509546719937239;7.817765557247172;0.0015387437644673748;6.0
744;600.0;100.0;0.85;7.026455010565506;0.0;1.8609491811160637;0.0015025452474412846;3.07440039951223;0.0013689670516354715;6.0
836;600.0;100.0;0.9;2.8988209504493403;0.0;2.2289486563012244;0.0010806264087252957;1.58227642163977;0.0013808445157077822;6.0
924;600.0;100.0;0.95;1.737992421696262;0.0;2.6910083152654773;0.0007511252406659843;1.2977271440922018;0.0014603648840202487;6.0
1013;600.0;100.0;1.0;1.5176569605595105;0.0;3.1879979088540025;0.0006313329907904838;1.379015868214542;0.0017575620028637438;6.0
60;700.0;10.0;0.5;28.59939746351251;0.0;1.0383750143273789;0.0073048722169453155;2.1053551986354813;0.002295863357391665;70.0
156;700.0;10.0;0.55;12.622180724891633;0.0;1.2100888438548874;0.006010438841308116;1.7383613087465364;0.0029877440422251987;70.0
253;700.0;10.0;0.6;5.711225239488331;0.0;1.3410512173322868;0.005323854652597762;1.5016130611125258;0.0041900534020424575;70.0
353;700.0;10.0;0.65;3.3220498561406906;0.0;1.275341598729069;0.005522271429776592;1.3617748955218216;0.006873195455046459;70.0
452;700.0;10.0;0.7;1.9926937852897428;0.0;0.8338662016486341;0.029599582700642925;1.0061888618227959;0.013220466069526413;70.0
551;700.0;10.0;0.75;0.5795730324342686;0.0;0.3639984247098728;0.05513383055664755;0.4290257632516001;0.02524067808404461;70.0
650;700.0;10.0;0.8;0.1214584364137984;0.0;0.09333278485520342;0.1298478158413524;0.11003315091789533;0.05658740262754047;70.0
15;700.0;10.0;0.85;0.6163752007971681;0.0;0.32189517429106124;0.10723797121097219;0.522013174700302;0.048242534570385534;70.0
23;700.0;10.0;0.9;0.33203416897996535;0.0;0.14157670032338573;0.13087400166302124;0.29241899584855213;0.06560778596119071;70.0
925;700.0;10.0;0.95;0.008727305739450941;0.0;0.012224928436632572;0.03907415396123277;0.01055074117439182;0.13924825763817927;70.0
1014;700.0;10.0;1.0;0.020044408626365102;0.0;0.13562530870176148;0.013515403262568684;0.042621666199537236;0.026745582747960798;70.0
61;700.0;20.0;0.5;128.62871388883843;0.0;0.9686509632531786;0.0062869670276919296;1.6440417739913369;0.0008417564628054963;35.0
157;700.0;20.0;0.55;66.272599366463;0.0;1.1512617859597418;0.005360918679879792;1.948555587259141;0.0011686642987465935;35.0
254;700.0;20.0;0.6;26.167267929059328;0.0;1.3899222078926243;0.004266258781608458;1.9362197268047123;0.0015290737246951573;35.0
354;700.0;20.0;0.65;10.142644797904074;0.0;1.6666560421993175;0.003622493883480713;1.8682530628049727;0.0019935018607867296;35.0
453;700.0;20.0;0.7;4.7660406290632364;0.0;1.9580150011323163;0.0032233392138865183;1.9372222256284832;0.0027403926596094226;35.0
552;700.0;20.0;0.75;3.136419917096937;0.0;2.1595662910746705;0.003113012571909329;2.0932386186037513;0.004187526356202333;35.0
651;700.0;20.0;0.8;2.76724965553682;0.0;1.2912474472707518;0.0037511538487819468;2.0640667875909857;0.011923168070976282;35.0
745;700.0;20.0;0.85;1.1826701999649818;0.0;0.4584674914559164;0.06767031829636316;0.9268029672018256;0.028064300424205643;35.0
837;700.0;20.0;0.9;0.24904718103421244;0.0;0.11461302929162302;0.19661344901923292;0.2314078124595986;0.06499260992215143;35.0
35;700.0;20.0;0.95;0.16846876396601349;0.0;0.07866739347812958;0.07959041437664577;0.14754437512402804;0.11248059882005902;35.0
46;700.0;20.0;1.0;0.14322765393888084;0.0;0.07052282666454897;0.07536619811029106;0.1275514113369444;0.11803120657272903;35.0
62;700.0;30.0;0.5;203.7480339587221;1.0;0.866383422503921;0.005392685863866496;13.965068846798587;0.001541675686315059;23.333333333333332
158;700.0;30.0;0.55;144.2308043751469;0.0;1.0378967490045587;0.005254513868094168;0.4955220560266488;0.0003845886417880687;23.333333333333332
255;700.0;30.0;0.6;68.30966273551938;0.0;1.2547372940714134;0.004243058423496142;0.5916231886055929;0.0005100550117889315;23.333333333333332
355;700.0;30.0;0.65;25.741321740587672;0.0;1.526172413026021;0.0034342128444804715;1.0699207801757045;0.0008553880575937077;23.333333333333332
454;700.0;30.0;0.7;9.872852453111724;0.0;1.849080879762824;0.0028961026172324984;1.4592513271398695;0.0012536643804470216;23.333333333333332
553;700.0;30.0;0.75;4.675069144515675;0.0;2.2304814819024985;0.002485358396570163;1.83206770681745;0.0017540919712825409;23.333333333333332
652;700.0;30.0;0.8;3.1445534407598505;0.0;2.6236969390036977;0.002273477147222676;2.167148835161881;0.002603322344496871;23.333333333333332
746;700.0;30.0;0.85;2.8073179090913016;0.0;2.8325221833067147;0.0025214825982397032;2.4480226961849683;0.004402010145677912;23.333333333333332
838;700.0;30.0;0.9;2.51533386572993;0.0;0.7212020626058859;0.06138018743712681;1.8550340693381404;0.02305407578545972;23.333333333333332
926;700.0;30.0;0.95;0.5912863994090423;0.0;0.2064155328617537;0.13905450994133592;0.5367606770393282;0.052134911355932935;23.333333333333332
47;700.0;30.0;1.0;0.8982441357292547;0.0;0.27030381254766594;0.17117947239334114;0.7478764165409664;0.0571356257873317;23.333333333333332
63;700.0;40.0;0.5;209.25690229852276;1.0;0.7806718788046847;0.004442485771006631;79.60105579154349;0.002949788155503304;17.5
159;700.0;40.0;0.55;200.25538741442884;1.0;0.9380230482475972;0.00497110725113221;10.929851334628916;0.0013091839312177286;17.5
256;700.0;40.0;0.6;121.59006344708462;0.0;1.1355431042344404;0.004335527002394936;0.4291225513709435;0.00031945483396025567;17.5
356;700.0;40.0;0.65;50.53579081816887;0.0;1.384804623829656;0.0034332272662570386;0.13731780488828707;0.00023571366347799092;17.5
455;700.0;40.0;0.7;18.64284621256968;0.0;1.6841119178687114;0.0028232797653407783;0.639264982824587;0.0005970141606348365;17.5
554;700.0;40.0;0.75;7.474699626341624;0.0;2.0430648700098692;0.0023459069142943443;1.2534118475783234;0.001005130612488082;17.5
653;700.0;40.0;0.8;3.936777668968345;0.0;2.4724603675225856;0.001964406449393339;1.803881220560976;0.0014831898156005894;17.5
16;700.0;40.0;0.85;3.082112856273566;0.0;2.7274636269601933;0.007732993332394719;2.4083971102042634;0.00540925891947357;17.5
839;700.0;40.0;0.9;2.8109769463466043;0.0;3.3803894688495824;0.002073829989088262;2.542941205935259;0.003404653703143321;17.5
927;700.0;40.0;0.95;3.0303398559718158;0.0;0.7675959914271157;0.06662075394961663;2.287173582871676;0.023782915931728685;17.5
1015;700.0;40.0;1.0;0.7140337200187439;0.0;0.21104500514078264;0.15183997167408475;0.6557949258876321;0.055683308077980304;17.5
64;700.0;50.0;0.5;178.3117963385349;1.0;0.7236345876403052;0.003587841489761282;215.7784657180705;0.004231414776090096;14.0
160;700.0;50.0;0.55;218.60232752170745;1.0;0.8605020060646945;0.004511616149057373;48.861954373859646;0.002347528976754728;14.0
257;700.0;50.0;0.6;168.16645494600036;0.0;1.0406806486883398;0.004360056590563243;7.104034493663717;0.0010701203580758374;14.0
357;700.0;50.0;0.65;82.19286835089005;0.0;1.2674242116060197;0.003502107162580065;0.8906604917247628;0.00048742956712893566;14.0
456;700.0;50.0;0.7;31.184982694241167;0.0;1.5450911543083838;0.002821386155503807;0.2858106116446221;0.00039886237906793453;14.0
555;700.0;50.0;0.75;11.697186127426212;0.0;1.8734338966011936;0.0023121346812093845;0.6934749040555919;0.0006667618768965749;14.0
654;700.0;50.0;0.8;5.211819869738494;0.0;2.2680639568629197;0.0018744668081357109;1.3558457949082927;0.001058648479202408;14.0
747;700.0;50.0;0.85;3.2815231706047667;0.0;2.7827713314692657;0.0015582757112947972;1.9347744111088727;0.0013642676695365158;14.0
840;700.0;50.0;0.9;2.832690886915018;0.0;3.2294396667858716;0.0015153672552393215;2.3654592984609675;0.0023788102506753675;14.0
928;700.0;50.0;0.95;2.8465071789636336;0.0;3.3509429484893274;0.001947053275477633;2.7460897345125086;0.004726741339040973;14.0
1016;700.0;50.0;1.0;2.6591193654187824;0.0;0.6222655222773225;0.08138131766921297;2.1605434016834466;0.02930553357470813;14.0
65;700.0;60.0;0.5;145.28699296594544;1.0;0.7058474003040932;0.0029134294730635267;434.59999986382485;0.005386776931959303;11.666666666666666
161;700.0;60.0;0.55;213.84448980754658;1.0;0.7994695272186659;0.004036877279906832;117.12775323270101;0.0032441016487775;11.666666666666666
258;700.0;60.0;0.6;202.93611617510498;1.0;0.9625985827433128;0.004324450941097174;24.315045783005893;0.0017292801206257907;11.666666666666666
358;700.0;60.0;0.65;116.26003602545319;0.0;1.172346940439853;0.0035970439857243093;5.163361857007336;0.000969522382917342;11.666666666666666
457;700.0;60.0;0.7;47.0008355227448;0.0;1.4314666063413726;0.002846301212582859;1.305036642878563;0.0006535189748710997;11.666666666666666
556;700.0;60.0;0.75;17.399586754235102;0.0;1.7353463860358624;0.002315274031073585;0.590241869361355;0.0006274810481803486;11.666666666666666
655;700.0;60.0;0.8;7.021951838056406;0.0;2.099423794572328;0.0018538371162687489;0.9936324250979408;0.0008694328420432898;11.666666666666666
748;700.0;60.0;0.85;3.76920482949117;0.0;2.5438829047307165;0.0014699612362339108;1.6290972916462996;0.001206745997562255;11.666666666666666
841;700.0;60.0;0.9;2.910964490359869;0.0;3.1125252372649164;0.0012709654505054665;2.1423792752568;0.001523094974186913;11.666666666666666
929;700.0;60.0;0.95;2.8030680420408385;0.0;3.3485841949287085;0.001416677227038018;2.624168084823223;0.0033993701069677945;11.666666666666666
1017;700.0;60.0;1.0;2.9299413458125345;0.0;3.195476428001638;0.0020731914516044104;3.0230443515535845;0.0066836018639167116;11.666666666666666
66;700.0;70.0;0.5;121.69008229213051;1.0;0.7351522993792781;0.002405259191809136;753.0812165426006;0.006389623414744504;10.0
162;700.0;70.0;0.55;194.20009193365638;1.0;0.7605343672691034;0.003550931386857441;223.41967777742911;0.0041006832153392;10.0
259;700.0;70.0;0.6;219.20283411322586;1.0;0.9026798741398808;0.004164654321952495;56.03319320009424;0.002370252762378217;10.0
359;700.0;70.0;0.65;148.58668177071638;0.0;1.0952586469368633;0.00368615463802234;14.163117057653935;0.0014142813970701273;10.0
458;700.0;70.0;0.7;65.37096084409792;0.0;1.3373289401290664;0.0028905978739405397;4.438288606213034;0.0009924827909545805;10.0
557;700.0;70.0;0.75;24.52261493538272;0.0;1.6224617726273656;0.002332534566438242;1.3869453660161328;0.000787579926984532;10.0
656;700.0;70.0;0.8;9.388343736120127;0.0;1.95799779335496;0.0018591387428721325;0.9319082083957648;0.000858709708009862;10.0
749;700.0;70.0;0.85;4.449977690476978;0.0;2.368563447441835;0.0014432413211865275;1.3907489285968195;0.0010940516050280359;10.0
842;700.0;70.0;0.9;3.0498553432100857;0.0;2.8876488129218565;0.0011563593572893706;1.9439219121221256;0.001348082592473562;10.0
930;700.0;70.0;0.95;2.7828949026309613;0.0;3.281359823633712;0.0011392870703426216;2.4439187583854265;0.002464765133123457;10.0
1018;700.0;70.0;1.0;2.8639081346570348;0.0;3.364192098921328;0.001517420393558547;2.9668350428578165;0.0049517895335813925;10.0
67;700.0;80.0;0.5;104.46741934303843;1.0;0.7885545076033516;0.001994724625598769;1115.7073212442388;0.00700859944814085;8.75
163;700.0;80.0;0.55;171.7561617079108;1.0;0.7410137651940267;0.003115758148575601;373.0928191033888;0.004913956076838464;8.75
260;700.0;80.0;0.6;225.4952554962188;1.0;0.8524286175077487;0.003975674281593979;100.79032558582514;0.0029373119346067923;8.75
360;700.0;80.0;0.65;177.37973487534316;1.0;1.0311781446236823;0.0037630417470574007;28.09615449795617;0.001808097361976305;8.75
459;700.0;80.0;0.7;85.57899915676872;0.0;1.2584550610697571;0.0029558002658924155;10.052880007612638;0.0013123367585486448;8.75
558;700.0;80.0;0.75;32.912799516968086;0.0;1.528272523636776;0.0023554063573408795;3.463489138170292;0.0010177881428464963;8.75
657;700.0;80.0;0.8;12.338002521626285;0.0;1.8420457746011931;0.0018782198106977051;1.3801751101771969;0.0009412732794405367;8.75
750;700.0;80.0;0.85;5.331456707743264;0.0;2.220018484842801;0.001442249208651958;1.3176947486197077;0.0010856959820632825;8.75
843;700.0;80.0;0.9;3.2540337331036078;0.0;2.692202524010221;0.0011041165328554835;1.78801795286842;0.0012984257203635054;8.75
931;700.0;80.0;0.95;2.78449167394896;0.0;3.2361845451525517;0.0009805864949882538;2.2396542755576387;0.001688195219468648;8.75
1019;700.0;80.0;1.0;2.8095186228298776;0.0;3.17137488315742;0.0011963273147240648;3.088495348597033;0.004578584366898994;8.75
68;700.0;90.0;0.5;90.00936804981508;1.0;0.8512103003836371;0.0017014886722980125;1357.7582439303023;0.007143772043626265;7.777777777777778
164;700.0;90.0;0.55;151.73156940378877;1.0;0.7399416845618393;0.0027342189309247965;566.0591959872955;0.005633066099485096;7.777777777777778
261;700.0;90.0;0.6;220.86133426708284;1.0;0.8155588897737933;0.0037342149280840727;162.6117426380757;0.0034951716555025143;7.777777777777778
361;700.0;90.0;0.65;200.905897961372;1.0;0.9777478439731664;0.003806074717266832;47.05561113145377;0.0021656480571470163;7.777777777777778
460;700.0;90.0;0.7;107.22011168193892;0.0;1.191443306389269;0.0030402897128076548;18.045375275749787;0.0015950031174707482;7.777777777777778
559;700.0;90.0;0.75;42.45109000853251;0.0;1.4483156810134254;0.002384449760408996;7.060620286856848;0.0012584281931493474;7.777777777777778
658;700.0;90.0;0.8;15.841230784707513;0.0;1.7445839006663364;0.0019011322949416109;2.534197764990578;0.0010748862895563812;7.777777777777778
751;700.0;90.0;0.85;6.4292018811975975;0.0;2.096148082854123;0.0014557376359544993;1.508545776909279;0.0011274248618896318;7.777777777777778
844;700.0;90.0;0.9;3.5302093308517617;0.0;2.5317810926346134;0.0010857596069561136;1.7148887487643818;0.0012909547062065765;7.777777777777778
932;700.0;90.0;0.95;2.80889110611976;0.0;3.0371959578105523;0.0008875628294864526;2.1355573893952133;0.0016022784680735118;7.777777777777778
1020;700.0;90.0;1.0;2.7647048015955384;0.0;3.319551350835644;0.0009924792329359133;2.738456016533123;0.003088502718079031;7.777777777777778
0;700.0;100.0;0.5;94.65998573047852;1.0;0.851615248489057;0.0017709535639263863;1346.8588906396437;0.0069766388992897835;7.0
165;700.0;100.0;0.55;131.7572296537809;1.0;0.7646224401750208;0.002366546578594709;804.849372570785;0.006230153659904356;7.0
262;700.0;100.0;0.6;210.67122564278682;1.0;0.7883575649165508;0.0034785859053738212;243.8036080782725;0.00404377575587849;7.0
362;700.0;100.0;0.65;217.51943617094727;1.0;0.933531232423088;0.0038011176373830492;72.00578712289155;0.002512583063293673;7.0
461;700.0;100.0;0.7;129.18919202645714;0.0;1.134304846054559;0.003131891453992577;28.28654855351124;0.001846509843137694;7.0
560;700.0;100.0;0.75;53.024834178251574;0.0;1.3796084227148913;0.0024214481186321628;12.262793250314095;0.0014892677097805196;7.0
659;700.0;100.0;0.8;19.865736714485386;0.0;1.6616679299102963;0.0019250888811175508;4.553203839304592;0.001232780900548359;7.0
752;700.0;100.0;0.85;7.755782116561546;0.0;1.992479037465364;0.0014775564043449626;2.053517076173869;0.0011968612480372553;7.0
845;700.0;100.0;0.9;3.8782948980502985;0.0;2.396078276264372;0.0010839250581695056;1.7709659112769525;0.0013156651523272536;7.0
933;700.0;100.0;0.95;2.856946848146944;0.0;2.9036295972623773;0.0008338245520408742;2.06530828123786;0.0014730832739694405;7.0
1021;700.0;100.0;1.0;2.729045905860911;0.0;3.379768812893136;0.0008553631261219907;2.465342437207521;0.002114169683072117;7.0
69;800.0;10.0;0.5;25.95925058052495;0.0;1.0439444697921232;0.007469386000388474;2.1597967623174306;0.002483897649940565;80.0
166;800.0;10.0;0.55;12.087416706121173;0.0;1.1870489029517717;0.0064258721255220684;1.9149118928370503;0.0034221524473046906;80.0
263;800.0;10.0;0.6;5.9961967854627325;0.0;1.2505068803625012;0.0060079827426822935;1.714389966988015;0.005106607243119243;80.0
363;800.0;10.0;0.65;3.8689948058734935;0.0;1.0591730025127253;0.007463963968798906;1.4693377178424112;0.008824152546826905;80.0
462;800.0;10.0;0.7;1.511429241912789;0.0;0.6081329745076722;0.0362029169531031;0.889720672634729;0.016505934016817055;80.0
561;800.0;10.0;0.75;0.39225047966218574;0.0;0.2325068849020021;0.06768549682852902;0.31252863154371424;0.0312656517650249;80.0
660;800.0;10.0;0.8;0.07406444267454286;0.0;0.03681083805105075;0.14398785157021127;0.0698714596747486;0.10143495422192428;80.0
17;800.0;10.0;0.85;0.6157394542063318;0.0;0.22821113959577974;0.11339714853087333;0.5315820454472147;0.055472294122111895;80.0
24;800.0;10.0;0.9;0.3928971611676866;0.0;0.1567718755844475;0.12944264235571162;0.34651314767021124;0.06462943799019277;80.0
934;800.0;10.0;0.95;0.015187015456590304;0.0;0.044851401692951084;0.024108879117579116;0.022880700973759938;0.049053392688140116;80.0
1022;800.0;10.0;1.0;0.03804254368528125;0.0;0.19636840287548135;0.011898878062477277;0.08896968347787372;0.02400994928798386;80.0
70;800.0;20.0;0.5;121.11277793730792;0.0;1.0104202977543064;0.006192849986296478;2.7410087036097908;0.001114478949480562;40.0
167;800.0;20.0;0.55;61.66471214338418;0.0;1.1858256413457609;0.005360598620759866;2.6174108869636763;0.001417493521230758;40.0
264;800.0;20.0;0.6;24.731869874841372;0.0;1.4177457009261052;0.004353024972765625;2.6012489792642204;0.0018809388100394808;40.0
364;800.0;20.0;0.65;10.150187427475146;0.0;1.6759868678520509;0.0037616942265933408;2.511389181022041;0.002513897465380292;40.0
463;800.0;20.0;0.7;5.287174163244047;0.0;1.9010053747049904;0.003453985408388897;2.5659555552731206;0.003619323499501457;40.0
562;800.0;20.0;0.75;3.8812350109751415;0.0;1.7829849437232288;0.0036194357149823353;2.686054326896716;0.0066743035863020975;40.0
661;800.0;20.0;0.8;2.954192320226621;0.0;0.7856534179637543;0.04422743568103612;1.8837918799722129;0.017948843808249567;40.0
753;800.0;20.0;0.85;0.7547304756409634;0.0;0.2710219872211637;0.08859973610363804;0.6387922633093954;0.03716382606050539;40.0
25;800.0;20.0;0.9;0.5479694138631814;0.0;0.1987660667944059;0.14679352194742087;0.4706383561399266;0.0536113238529284;40.0
36;800.0;20.0;0.95;0.14556142838622266;0.0;0.06722424421971168;0.0809805012295035;0.13431359825919723;0.1150043374075384;40.0
48;800.0;20.0;1.0;0.12336665827244041;0.0;0.06159948396896493;0.06875838433139936;0.11666701641170983;0.12005976688026289;40.0
71;800.0;30.0;0.5;208.92362712617364;1.0;0.9255791419088009;0.005316968971733758;16.63060378367956;0.0016535111804232186;26.666666666666668
168;800.0;30.0;0.55;140.35375898545166;0.0;1.0929518809016976;0.005163437682276981;1.0997922867309942;0.0005918085456968553;26.666666666666668
265;800.0;30.0;0.6;64.6810692416663;0.0;1.3077894877221052;0.00422837661126563;1.3730862185613435;0.0008001476128681273;26.666666666666668
365;800.0;30.0;0.65;24.578288366056622;0.0;1.582529484640978;0.0034755946895659194;1.9146486535887195;0.0011933933389285589;26.666666666666668
464;800.0;30.0;0.7;9.948589757726399;0.0;1.907827973254144;0.002968975440576887;2.2713322090828942;0.0016536110603067005;26.666666666666668
563;800.0;30.0;0.75;5.2488756429383026;0.0;2.26709955512923;0.0026197579155321127;2.6373577764075216;0.002334438061123489;26.666666666666668
662;800.0;30.0;0.8;3.927852875280589;0.0;2.5799634686907766;0.00256350804113646;2.9945465360189014;0.0035282280755551104;26.666666666666668
754;800.0;30.0;0.85;3.7065602694192785;0.0;1.4239539988251175;0.003213645586841806;3.2145164174564926;0.012242424053957104;26.666666666666668
846;800.0;30.0;0.9;1.6274025560989605;0.0;0.4183135167886375;0.08064327246674331;1.340834905982012;0.03241502879234385;26.666666666666668
935;800.0;30.0;0.95;0.3287503325447522;0.0;0.0928807499298596;0.3510561292973083;0.31235556118345503;0.08083321786372179;26.666666666666668
49;800.0;30.0;1.0;0.5949081870122445;0.0;0.18563211082562805;0.25461468418413796;0.53528941477068;0.07521387327100033;26.666666666666668
72;800.0;40.0;0.5;222.6557854733686;1.0;0.8499522338236324;0.0043326337651166105;95.26214474916857;0.0030507351312291176;20.0
169;800.0;40.0;0.55;205.79075351069775;1.0;1.0021409100895329;0.004876586273057217;10.395906696539797;0.0012492855034825286;20.0
266;800.0;40.0;0.6;119.4066541916613;0.0;1.1977738150768946;0.0042719705794690725;0.14650456255720212;0.00020594528828611888;20.0
366;800.0;40.0;0.65;48.311684132432426;0.0;1.4524777765441563;0.0034274491196094143;0.6288392795947296;0.00047825215205353884;20.0
465;800.0;40.0;0.7;18.104653565703504;0.0;1.7629416576945176;0.0028493334893874185;1.3919048210507048;0.0008804396471159846;20.0
564;800.0;40.0;0.75;7.790818227062437;0.0;2.1355351146889383;0.002396371124442448;2.082024991204576;0.0013204441441121144;20.0
663;800.0;40.0;0.8;4.620797855011396;0.0;2.5679508159037465;0.00207805536258807;2.6674920628426344;0.0019008552083084067;20.0
755;800.0;40.0;0.85;3.812359526101502;0.0;2.9083987133362266;0.0020635848368802025;3.140913403530687;0.0032158726054024468;20.0
847;800.0;40.0;0.9;3.755332174217861;0.0;2.827877669824572;0.0026761744631111;3.5189723339481414;0.0061182933800249676;20.0
936;800.0;40.0;0.95;1.9298986127001612;0.0;0.4242268917666326;0.08989899746819341;1.6289564263094551;0.03485533262189802;20.0
1023;800.0;40.0;1.0;0.3860901573977938;0.0;0.0914810015098287;0.23020171551562835;0.36956156964371983;0.08854565869552386;20.0
73;800.0;50.0;0.5;191.779242833604;1.0;0.7916377488961801;0.003458522870101977;266.7165202414801;0.004361245318714811;16.0
170;800.0;50.0;0.55;231.1723136055696;1.0;0.9278965130192453;0.004406176867560704;52.543356917806555;0.002317315013150499;16.0
